subscriber_id,plan_type,region,age_group,payment_method,monthly_fee,signup_date,churn_date,is_churned
SUB-004835,Standard,Europe,55+,PayPal,13.99,2024-04-12,,0
SUB-004836,Standard,Asia Pacific,55+,Apple Pay,13.99,2023-09-05,,0
SUB-004837,Standard,Middle East,18-24,Apple Pay,13.99,2024-02-06,,0
SUB-004838,Standard,Middle East,45-54,Apple Pay,13.99,2023-04-20,,0
SUB-004839,Standard,Middle East,55+,Apple Pay,13.99,2022-04-10,,0
SUB-004840,Standard,Latin America,45-54,Credit Card,13.99,2024-09-14,,0
SUB-004841,Premium,North America,18-24,PayPal,19.99,2023-08-24,,0
SUB-004842,Standard,North America,45-54,Debit Card,13.99,2023-05-31,,0
SUB-004843,Basic,North America,35-44,PayPal,7.99,2023-12-15,,0
SUB-004844,Premium,Asia Pacific,35-44,Apple Pay,19.99,2024-01-25,,0
SUB-004845,Standard,Latin America,45-54,PayPal,13.99,2024-03-21,,0
SUB-004846,Premium,Middle East,55+,Google Pay,19.99,2022-06-03,,0
SUB-004847,Premium,Latin America,45-54,Credit Card,19.99,2023-03-19,,0
SUB-004848,Standard,North America,45-54,Apple Pay,13.99,2024-03-18,,0
SUB-004849,Premium,North America,35-44,Debit Card,19.99,2022-01-05,,0
SUB-004850,Premium,Europe,18-24,Google Pay,19.99,2024-07-27,,0
SUB-004851,Premium,Latin America,25-34,Apple Pay,19.99,2023-11-03,,0
SUB-004852,Standard,Middle East,45-54,PayPal,13.99,2024-11-16,,0
SUB-004853,Standard,Asia Pacific,45-54,Credit Card,13.99,2022-04-29,,0
SUB-004854,Premium,Latin America,25-34,Credit Card,19.99,2022-09-28,,0
SUB-004855,Basic,Latin America,18-24,Google Pay,7.99,2022-03-02,,0
SUB-004856,Basic,Asia Pacific,18-24,PayPal,7.99,2022-11-12,,0
SUB-004857,Standard,Middle East,25-34,Apple Pay,13.99,2022-03-24,,0
SUB-004858,Premium,Asia Pacific,55+,Google Pay,19.99,2023-09-12,,0
SUB-004859,Basic,Europe,55+,Apple Pay,7.99,2024-06-10,,0
SUB-004860,Standard,Asia Pacific,25-34,Apple Pay,13.99,2024-04-01,,0
SUB-004861,Basic,Latin America,45-54,PayPal,7.99,2024-02-05,,0
SUB-004862,Standard,Europe,25-34,Debit Card,13.99,2022-07-27,,0
SUB-004863,Standard,Middle East,18-24,Credit Card,13.99,2024-03-17,,0
SUB-004864,Standard,Asia Pacific,25-34,Google Pay,13.99,2022-10-25,,0
SUB-004865,Standard,Latin America,35-44,Debit Card,13.99,2022-04-03,,0
SUB-004866,Premium,Middle East,25-34,Debit Card,19.99,2022-02-11,,0
SUB-004867,Basic,Middle East,18-24,Apple Pay,7.99,2023-03-20,,0
SUB-004868,Premium,Europe,45-54,Apple Pay,19.99,2023-05-04,2025-02-16,1
SUB-004869,Basic,North America,18-24,PayPal,7.99,2023-05-27,,0
SUB-004870,Standard,Europe,18-24,Google Pay,13.99,2022-03-08,,0
SUB-004871,Premium,North America,25-34,Credit Card,19.99,2023-12-30,,0
SUB-004872,Basic,Latin America,55+,Credit Card,7.99,2024-08-04,,0
SUB-004873,Standard,North America,45-54,Apple Pay,13.99,2022-09-09,,0
SUB-004874,Standard,Middle East,18-24,PayPal,13.99,2023-06-21,2024-12-11,1
SUB-004875,Standard,Asia Pacific,25-34,PayPal,13.99,2024-05-25,,0
SUB-004876,Standard,North America,25-34,Apple Pay,13.99,2024-09-07,2025-02-03,1
SUB-004877,Basic,Asia Pacific,25-34,Apple Pay,7.99,2022-09-22,2023-08-18,1
SUB-004878,Standard,Europe,25-34,Apple Pay,13.99,2024-09-09,,0
SUB-004879,Basic,Middle East,18-24,Debit Card,7.99,2023-04-17,,0
SUB-004880,Premium,Europe,25-34,PayPal,19.99,2022-05-07,,0
SUB-004881,Basic,Middle East,55+,PayPal,7.99,2022-02-20,,0
SUB-004882,Basic,Latin America,25-34,Debit Card,7.99,2024-08-15,2026-02-01,1
SUB-004883,Standard,North America,55+,PayPal,13.99,2022-08-25,2024-07-17,1
SUB-004884,Premium,Latin America,35-44,Apple Pay,19.99,2023-05-27,,0
SUB-004885,Standard,North America,55+,PayPal,13.99,2024-04-17,,0
SUB-004886,Standard,Latin America,55+,Google Pay,13.99,2023-01-02,,0
SUB-004887,Basic,Europe,45-54,PayPal,7.99,2024-07-02,,0
SUB-004888,Basic,Europe,18-24,Credit Card,7.99,2023-03-01,,0
SUB-004889,Standard,Europe,35-44,Debit Card,13.99,2023-04-06,,0
SUB-004890,Standard,Latin America,18-24,Credit Card,13.99,2024-08-25,,0
SUB-004891,Premium,Middle East,25-34,Credit Card,19.99,2022-11-10,,0
SUB-004892,Standard,Europe,35-44,Apple Pay,13.99,2024-04-05,,0
SUB-004893,Basic,Asia Pacific,45-54,Google Pay,7.99,2022-12-23,,0
SUB-004894,Standard,Europe,18-24,PayPal,13.99,2023-10-05,,0
SUB-004895,Basic,Middle East,45-54,PayPal,7.99,2022-09-02,,0
SUB-004896,Standard,North America,18-24,Debit Card,13.99,2023-11-09,,0
SUB-004897,Standard,Middle East,25-34,Debit Card,13.99,2023-06-25,,0
SUB-004898,Standard,Asia Pacific,55+,Credit Card,13.99,2023-11-25,,0
SUB-004899,Standard,Latin America,18-24,Credit Card,13.99,2022-05-25,,0
SUB-004900,Standard,Europe,18-24,Google Pay,13.99,2022-12-16,2023-05-29,1
SUB-004901,Standard,North America,25-34,PayPal,13.99,2022-01-27,,0
SUB-004902,Standard,North America,35-44,Google Pay,13.99,2022-01-05,2022-12-19,1
SUB-004903,Premium,Europe,18-24,Apple Pay,19.99,2022-12-19,2023-08-30,1
SUB-004904,Premium,Europe,25-34,Apple Pay,19.99,2023-12-13,,0
SUB-004905,Premium,Europe,35-44,PayPal,19.99,2023-05-02,2024-09-28,1
SUB-004906,Standard,Middle East,45-54,Apple Pay,13.99,2022-04-03,,0
SUB-004907,Premium,Latin America,45-54,Google Pay,19.99,2022-04-15,,0
SUB-004908,Premium,Latin America,55+,Debit Card,19.99,2023-04-26,,0
SUB-004909,Premium,North America,25-34,Debit Card,19.99,2022-03-02,,0
SUB-004910,Standard,Middle East,55+,PayPal,13.99,2023-04-07,,0
SUB-004911,Basic,North America,45-54,Google Pay,7.99,2022-10-29,,0
SUB-004912,Premium,Europe,25-34,Apple Pay,19.99,2023-10-05,,0
SUB-004913,Standard,Asia Pacific,25-34,Google Pay,13.99,2024-07-10,2026-02-19,1
SUB-004914,Standard,Latin America,25-34,Apple Pay,13.99,2022-05-06,,0
SUB-004915,Basic,Europe,55+,Credit Card,7.99,2022-02-14,,0
SUB-004916,Standard,Asia Pacific,18-24,Debit Card,13.99,2023-03-11,,0
SUB-004917,Basic,Middle East,55+,Apple Pay,7.99,2024-07-09,,0
SUB-004918,Basic,North America,25-34,PayPal,7.99,2023-09-10,,0
SUB-004919,Standard,Europe,18-24,Credit Card,13.99,2022-05-20,,0
SUB-004920,Standard,Europe,18-24,Credit Card,13.99,2022-04-19,,0
SUB-004921,Standard,Middle East,25-34,PayPal,13.99,2024-03-02,2025-08-25,1
SUB-004922,Premium,Latin America,25-34,Credit Card,19.99,2023-03-18,,0
SUB-004923,Basic,Middle East,18-24,Debit Card,7.99,2023-06-20,,0
SUB-004924,Standard,Asia Pacific,18-24,Debit Card,13.99,2024-11-17,,0
SUB-004925,Basic,Asia Pacific,55+,Debit Card,7.99,2023-07-17,,0
SUB-004926,Premium,Europe,55+,Google Pay,19.99,2022-03-27,,0
SUB-004927,Basic,Latin America,45-54,Apple Pay,7.99,2024-09-09,,0
SUB-004928,Premium,Middle East,18-24,PayPal,19.99,2022-11-05,,0
SUB-004929,Premium,Asia Pacific,55+,Apple Pay,19.99,2022-01-10,,0
SUB-004930,Basic,Europe,18-24,PayPal,7.99,2023-07-17,2024-02-08,1
SUB-004931,Standard,North America,18-24,PayPal,13.99,2023-08-14,,0
SUB-004932,Standard,Middle East,55+,Debit Card,13.99,2024-06-19,,0
SUB-004933,Standard,North America,35-44,Google Pay,13.99,2024-04-15,,0
SUB-004934,Premium,Latin America,35-44,Debit Card,19.99,2022-09-03,2023-11-11,1
SUB-004935,Standard,North America,45-54,Google Pay,13.99,2022-12-26,,0
SUB-004936,Standard,North America,45-54,Debit Card,13.99,2024-05-03,,0
SUB-004937,Basic,Latin America,55+,Debit Card,7.99,2024-07-03,,0
SUB-004938,Premium,Latin America,55+,Google Pay,19.99,2024-02-14,,0
SUB-004939,Standard,North America,25-34,Google Pay,13.99,2023-12-16,,0
SUB-004940,Basic,Europe,35-44,Apple Pay,7.99,2023-08-27,,0
SUB-004941,Basic,Latin America,45-54,Credit Card,7.99,2022-06-19,,0
SUB-004942,Standard,Latin America,35-44,Debit Card,13.99,2022-12-16,,0
SUB-004943,Basic,Europe,25-34,Google Pay,7.99,2023-04-01,,0
SUB-004944,Premium,Asia Pacific,55+,Google Pay,19.99,2022-10-26,2024-07-27,1
SUB-004945,Standard,North America,35-44,Apple Pay,13.99,2023-08-30,2023-10-21,1
SUB-004946,Standard,Middle East,45-54,Apple Pay,13.99,2022-04-15,2022-11-06,1
SUB-004947,Basic,Asia Pacific,25-34,Debit Card,7.99,2024-01-18,,0
SUB-004948,Standard,North America,55+,Apple Pay,13.99,2022-04-10,,0
SUB-004949,Standard,Middle East,18-24,Apple Pay,13.99,2023-07-11,,0
SUB-004950,Premium,North America,35-44,Credit Card,19.99,2022-01-10,2023-06-03,1
SUB-004951,Premium,Europe,55+,Debit Card,19.99,2023-07-03,,0
SUB-004952,Premium,Middle East,35-44,Apple Pay,19.99,2024-08-10,,0
SUB-004953,Premium,Latin America,55+,Credit Card,19.99,2024-01-19,,0
SUB-004954,Standard,Asia Pacific,35-44,Apple Pay,13.99,2024-08-29,,0
SUB-004955,Standard,Europe,25-34,PayPal,13.99,2022-11-13,,0
SUB-004956,Basic,Middle East,55+,Debit Card,7.99,2024-02-24,,0
SUB-004957,Standard,Europe,45-54,Google Pay,13.99,2024-08-05,,0
SUB-004958,Premium,North America,25-34,Google Pay,19.99,2023-03-30,2023-07-11,1
SUB-004959,Basic,Europe,45-54,Credit Card,7.99,2024-07-23,,0
SUB-004960,Basic,Middle East,55+,Apple Pay,7.99,2024-01-24,,0
SUB-004961,Basic,North America,25-34,PayPal,7.99,2023-09-02,,0
SUB-004962,Premium,Latin America,35-44,Debit Card,19.99,2023-07-31,2024-05-18,1
SUB-004963,Standard,Latin America,35-44,Apple Pay,13.99,2023-07-25,,0
SUB-004964,Basic,Middle East,45-54,Google Pay,7.99,2022-03-10,,0
SUB-004965,Standard,North America,35-44,Debit Card,13.99,2023-08-25,,0
SUB-004966,Premium,North America,18-24,Google Pay,19.99,2023-05-17,,0
SUB-004967,Basic,Europe,25-34,Debit Card,7.99,2022-08-10,,0
SUB-004968,Standard,Asia Pacific,55+,Apple Pay,13.99,2023-03-07,,0
SUB-004969,Premium,Middle East,55+,Apple Pay,19.99,2022-07-09,,0
SUB-004970,Premium,North America,45-54,Google Pay,19.99,2022-01-15,,0
SUB-004971,Standard,North America,25-34,PayPal,13.99,2022-04-19,,0
SUB-004972,Standard,Asia Pacific,35-44,Google Pay,13.99,2024-09-10,2025-02-10,1
SUB-004973,Basic,Asia Pacific,55+,PayPal,7.99,2022-07-27,,0
SUB-004974,Standard,Europe,25-34,PayPal,13.99,2023-08-16,,0
SUB-004975,Premium,North America,35-44,Apple Pay,19.99,2022-05-08,,0
SUB-004976,Standard,Latin America,25-34,Apple Pay,13.99,2024-11-29,,0
SUB-004977,Basic,Europe,45-54,Debit Card,7.99,2022-01-01,,0
SUB-004978,Basic,Asia Pacific,35-44,PayPal,7.99,2022-07-12,2023-11-11,1
SUB-004979,Standard,Middle East,35-44,Credit Card,13.99,2023-06-10,2025-01-24,1
SUB-004980,Premium,Asia Pacific,25-34,Debit Card,19.99,2023-12-23,,0
SUB-004981,Standard,Asia Pacific,55+,Google Pay,13.99,2023-02-23,2024-11-24,1
SUB-004982,Standard,Europe,35-44,Apple Pay,13.99,2023-04-05,,0
SUB-004983,Premium,North America,55+,Apple Pay,19.99,2022-10-10,2024-07-08,1
SUB-004984,Basic,Asia Pacific,25-34,Google Pay,7.99,2022-10-17,,0
SUB-004985,Premium,Latin America,45-54,Credit Card,19.99,2022-05-20,,0
SUB-004986,Premium,Middle East,18-24,Debit Card,19.99,2023-08-10,,0
SUB-004987,Basic,North America,35-44,Credit Card,7.99,2024-12-24,,0
SUB-004988,Basic,Latin America,18-24,Credit Card,7.99,2023-11-21,,0
SUB-004989,Basic,North America,25-34,Apple Pay,7.99,2022-07-31,,0
SUB-004990,Basic,North America,55+,Google Pay,7.99,2023-05-26,,0
SUB-004991,Premium,Europe,25-34,Debit Card,19.99,2022-11-17,,0
SUB-004992,Standard,North America,35-44,Apple Pay,13.99,2022-03-10,,0
SUB-004993,Standard,North America,35-44,Google Pay,13.99,2023-07-28,,0
SUB-004994,Standard,Middle East,55+,PayPal,13.99,2024-06-18,,0
SUB-004995,Basic,Asia Pacific,45-54,Debit Card,7.99,2024-07-18,,0
SUB-004996,Standard,Middle East,25-34,Google Pay,13.99,2024-04-16,,0
SUB-004997,Premium,North America,35-44,Credit Card,19.99,2024-12-10,,0
SUB-004998,Standard,Asia Pacific,18-24,Credit Card,13.99,2023-03-03,,0
SUB-004999,Basic,North America,45-54,PayPal,7.99,2022-08-30,2024-08-12,1
SUB-005000,Standard,Middle East,35-44,Credit Card,13.99,2022-10-11,2024-05-10,1
SUB-005001,Premium,North America,35-44,Google Pay,19.99,2022-10-22,,0
SUB-005002,Basic,Latin America,45-54,Credit Card,7.99,2023-01-10,,0
SUB-005003,Standard,Latin America,55+,Google Pay,13.99,2024-09-24,,0
SUB-005004,Standard,Asia Pacific,18-24,Debit Card,13.99,2022-05-08,,0
SUB-005005,Basic,Middle East,25-34,Google Pay,7.99,2022-11-04,,0
SUB-005006,Premium,Latin America,55+,PayPal,19.99,2024-08-10,,0
SUB-005007,Premium,Europe,55+,Google Pay,19.99,2023-04-29,,0
SUB-005008,Basic,Asia Pacific,45-54,PayPal,7.99,2024-08-29,,0
SUB-005009,Premium,Europe,55+,Apple Pay,19.99,2024-01-24,,0
SUB-005010,Basic,Europe,18-24,Google Pay,7.99,2024-04-23,2025-01-22,1
SUB-005011,Basic,Europe,18-24,Google Pay,7.99,2024-09-02,,0
SUB-005012,Premium,North America,45-54,Google Pay,19.99,2022-01-23,,0
SUB-005013,Standard,Europe,25-34,Apple Pay,13.99,2024-09-11,,0
SUB-005014,Standard,Europe,55+,Google Pay,13.99,2022-10-30,2023-08-06,1
SUB-005015,Standard,Europe,55+,Google Pay,13.99,2023-08-04,,0
SUB-005016,Standard,North America,18-24,Google Pay,13.99,2022-04-22,,0
SUB-005017,Basic,Asia Pacific,18-24,PayPal,7.99,2024-02-08,,0
SUB-005018,Basic,Latin America,25-34,PayPal,7.99,2023-03-17,2024-11-05,1
SUB-005019,Basic,Asia Pacific,35-44,PayPal,7.99,2023-12-29,,0
SUB-005020,Premium,Europe,25-34,Apple Pay,19.99,2023-03-16,,0
SUB-005021,Premium,Asia Pacific,55+,Credit Card,19.99,2022-10-23,2023-12-12,1
SUB-005022,Standard,Asia Pacific,18-24,Credit Card,13.99,2024-08-22,2025-07-26,1
SUB-005023,Premium,Asia Pacific,18-24,PayPal,19.99,2022-01-06,,0
SUB-005024,Standard,North America,35-44,PayPal,13.99,2022-03-03,2023-03-02,1
SUB-005025,Standard,Europe,55+,Credit Card,13.99,2023-08-16,,0
SUB-005026,Premium,North America,55+,Debit Card,19.99,2024-05-06,,0
SUB-005027,Basic,North America,25-34,Apple Pay,7.99,2023-07-12,,0
SUB-005028,Basic,Europe,45-54,Apple Pay,7.99,2024-06-11,,0
SUB-005029,Standard,North America,55+,Credit Card,13.99,2022-05-14,,0
SUB-005030,Premium,Latin America,35-44,Apple Pay,19.99,2024-07-28,,0
SUB-005031,Standard,Asia Pacific,55+,Apple Pay,13.99,2023-06-11,,0
SUB-005032,Standard,Latin America,55+,Credit Card,13.99,2024-10-04,,0
SUB-005033,Basic,Middle East,35-44,Google Pay,7.99,2024-03-30,2024-08-13,1
SUB-005034,Premium,Europe,25-34,Apple Pay,19.99,2023-06-14,,0
SUB-005035,Basic,Asia Pacific,25-34,Credit Card,7.99,2024-07-24,2026-06-17,1
SUB-005036,Premium,Latin America,25-34,Apple Pay,19.99,2023-02-20,,0
SUB-005037,Standard,Asia Pacific,18-24,Apple Pay,13.99,2024-05-14,2025-05-11,1
SUB-005038,Standard,Latin America,25-34,Apple Pay,13.99,2023-12-26,,0
SUB-005039,Standard,Asia Pacific,35-44,Google Pay,13.99,2022-11-23,,0
SUB-005040,Standard,Asia Pacific,45-54,Google Pay,13.99,2024-01-27,,0
SUB-005041,Standard,Asia Pacific,55+,PayPal,13.99,2022-05-17,2022-09-29,1
SUB-005042,Premium,Middle East,55+,Credit Card,19.99,2023-08-01,,0
SUB-005043,Standard,North America,35-44,Credit Card,13.99,2024-11-05,,0
SUB-005044,Basic,Latin America,25-34,Debit Card,7.99,2023-05-29,,0
SUB-005045,Premium,North America,45-54,Debit Card,19.99,2023-11-26,,0
SUB-005046,Standard,Asia Pacific,45-54,PayPal,13.99,2024-06-26,,0
SUB-005047,Standard,Middle East,35-44,PayPal,13.99,2022-02-19,,0
SUB-005048,Basic,Middle East,35-44,Credit Card,7.99,2023-06-15,,0
SUB-005049,Premium,Asia Pacific,35-44,Debit Card,19.99,2022-09-01,2023-12-16,1
SUB-005050,Basic,North America,25-34,Debit Card,7.99,2024-06-08,,0
SUB-005051,Standard,Latin America,25-34,PayPal,13.99,2023-02-13,2024-01-24,1
SUB-005052,Premium,North America,35-44,Credit Card,19.99,2022-05-03,,0
SUB-005053,Standard,Latin America,45-54,Google Pay,13.99,2022-02-20,,0
SUB-005054,Standard,Middle East,18-24,PayPal,13.99,2023-12-07,,0
SUB-005055,Standard,Middle East,25-34,Credit Card,13.99,2022-04-29,,0
SUB-005056,Basic,Latin America,25-34,PayPal,7.99,2023-03-13,,0
SUB-005057,Premium,Latin America,55+,Debit Card,19.99,2023-02-06,2023-05-20,1
SUB-005058,Premium,Latin America,55+,PayPal,19.99,2023-05-06,,0
SUB-005059,Standard,Asia Pacific,18-24,Google Pay,13.99,2024-06-14,,0
SUB-005060,Standard,Latin America,18-24,Debit Card,13.99,2024-03-15,2025-04-19,1
SUB-005061,Premium,Asia Pacific,18-24,Google Pay,19.99,2023-01-20,,0
SUB-005062,Basic,Asia Pacific,35-44,Google Pay,7.99,2023-03-20,2024-05-20,1
SUB-005063,Standard,Europe,45-54,Debit Card,13.99,2022-09-24,,0
SUB-005064,Premium,Europe,35-44,Debit Card,19.99,2023-05-08,,0
SUB-005065,Premium,Europe,18-24,Google Pay,19.99,2023-04-19,,0
SUB-005066,Basic,Asia Pacific,18-24,Google Pay,7.99,2022-09-06,,0
SUB-005067,Basic,Middle East,45-54,PayPal,7.99,2023-10-15,,0
SUB-005068,Standard,Latin America,25-34,Credit Card,13.99,2024-04-17,,0
SUB-005069,Premium,Asia Pacific,55+,PayPal,19.99,2022-12-22,,0
SUB-005070,Premium,Europe,55+,Google Pay,19.99,2023-07-13,,0
SUB-005071,Standard,North America,55+,PayPal,13.99,2022-10-15,,0
SUB-005072,Standard,Europe,45-54,Debit Card,13.99,2024-06-08,2025-10-23,1
SUB-005073,Basic,Asia Pacific,45-54,Credit Card,7.99,2022-12-26,,0
SUB-005074,Standard,Europe,35-44,Credit Card,13.99,2023-01-20,2023-12-26,1
SUB-005075,Premium,North America,25-34,PayPal,19.99,2022-11-07,,0
SUB-005076,Premium,Latin America,55+,Apple Pay,19.99,2022-06-03,,0
SUB-005077,Basic,Latin America,35-44,Apple Pay,7.99,2024-03-26,2025-06-05,1
SUB-005078,Standard,Europe,18-24,Google Pay,13.99,2024-12-26,,0
SUB-005079,Basic,Asia Pacific,18-24,Apple Pay,7.99,2024-07-16,2026-05-26,1
SUB-005080,Basic,Asia Pacific,18-24,Credit Card,7.99,2024-03-24,,0
SUB-005081,Standard,Asia Pacific,55+,Google Pay,13.99,2023-04-26,,0
SUB-005082,Basic,Asia Pacific,45-54,Apple Pay,7.99,2022-12-06,,0
SUB-005083,Basic,Latin America,35-44,Debit Card,7.99,2022-06-03,,0
SUB-005084,Basic,Middle East,45-54,Debit Card,7.99,2023-10-02,2025-09-25,1
SUB-005085,Premium,Europe,45-54,PayPal,19.99,2023-07-24,,0
SUB-005086,Basic,Asia Pacific,35-44,Apple Pay,7.99,2022-07-21,,0
SUB-005087,Standard,Europe,55+,Debit Card,13.99,2024-09-11,,0
SUB-005088,Basic,Europe,18-24,Apple Pay,7.99,2023-01-18,,0
SUB-005089,Standard,Latin America,45-54,Credit Card,13.99,2023-06-20,,0
SUB-005090,Premium,Asia Pacific,45-54,Debit Card,19.99,2023-08-21,,0
SUB-005091,Premium,Middle East,45-54,Apple Pay,19.99,2024-11-16,,0
SUB-005092,Basic,Asia Pacific,18-24,Google Pay,7.99,2023-01-14,,0
SUB-005093,Basic,Latin America,45-54,Credit Card,7.99,2022-06-12,,0
SUB-005094,Premium,Middle East,18-24,Google Pay,19.99,2023-06-17,,0
SUB-005095,Premium,Middle East,25-34,PayPal,19.99,2024-04-06,,0
SUB-005096,Premium,Middle East,45-54,Debit Card,19.99,2022-09-30,,0
SUB-005097,Premium,Middle East,18-24,Apple Pay,19.99,2022-02-10,,0
SUB-005098,Standard,North America,35-44,PayPal,13.99,2024-04-29,,0
SUB-005099,Standard,Europe,18-24,PayPal,13.99,2022-01-28,,0
SUB-005100,Standard,Middle East,35-44,PayPal,13.99,2024-08-30,,0
SUB-005101,Basic,Asia Pacific,25-34,Debit Card,7.99,2022-06-21,,0
SUB-005102,Premium,Latin America,55+,Debit Card,19.99,2024-05-14,2025-06-23,1
SUB-005103,Basic,Middle East,25-34,Google Pay,7.99,2022-08-20,,0
SUB-005104,Standard,Europe,18-24,PayPal,13.99,2024-10-23,,0
SUB-005105,Standard,Latin America,55+,Google Pay,13.99,2022-04-07,,0
SUB-005106,Premium,Middle East,25-34,Debit Card,19.99,2022-08-04,2022-10-08,1
SUB-005107,Basic,Europe,25-34,Credit Card,7.99,2024-08-31,,0
SUB-005108,Basic,North America,25-34,Debit Card,7.99,2022-11-10,,0
SUB-005109,Premium,North America,18-24,Debit Card,19.99,2023-01-06,,0
SUB-005110,Premium,Latin America,55+,Google Pay,19.99,2024-11-07,,0
SUB-005111,Basic,North America,45-54,Debit Card,7.99,2024-10-28,,0
SUB-005112,Premium,Europe,55+,PayPal,19.99,2022-11-17,,0
SUB-005113,Basic,Middle East,25-34,Apple Pay,7.99,2023-03-17,,0
SUB-005114,Basic,Asia Pacific,45-54,Credit Card,7.99,2022-10-15,,0
SUB-005115,Basic,Latin America,45-54,Apple Pay,7.99,2022-01-12,,0
SUB-005116,Basic,North America,25-34,Credit Card,7.99,2022-09-21,,0
SUB-005117,Standard,Asia Pacific,55+,Apple Pay,13.99,2024-05-29,,0
SUB-005118,Basic,Asia Pacific,25-34,PayPal,7.99,2024-10-01,,0
SUB-005119,Basic,Middle East,45-54,Google Pay,7.99,2022-03-18,,0
SUB-005120,Standard,Asia Pacific,55+,PayPal,13.99,2023-05-04,,0
SUB-005121,Standard,North America,25-34,Credit Card,13.99,2023-09-02,,0
SUB-005122,Premium,North America,18-24,Apple Pay,19.99,2022-03-02,,0
SUB-005123,Basic,Middle East,18-24,Debit Card,7.99,2023-06-19,,0
SUB-005124,Standard,Middle East,35-44,Credit Card,13.99,2023-05-16,,0
SUB-005125,Basic,Europe,45-54,Apple Pay,7.99,2024-07-07,,0
SUB-005126,Basic,Asia Pacific,18-24,Debit Card,7.99,2022-11-10,,0
SUB-005127,Standard,Asia Pacific,25-34,Google Pay,13.99,2022-03-20,,0
SUB-005128,Premium,Europe,55+,Credit Card,19.99,2024-09-17,,0
SUB-005129,Standard,Middle East,55+,Debit Card,13.99,2023-05-31,,0
SUB-005130,Basic,Middle East,25-34,Apple Pay,7.99,2022-11-04,,0
SUB-005131,Basic,North America,35-44,Debit Card,7.99,2023-04-04,,0
SUB-005132,Basic,North America,35-44,Credit Card,7.99,2022-07-19,,0
SUB-005133,Basic,Europe,55+,Apple Pay,7.99,2024-03-12,,0
SUB-005134,Premium,Europe,25-34,PayPal,19.99,2024-06-20,,0
SUB-005135,Standard,Europe,55+,Apple Pay,13.99,2023-11-28,,0
SUB-005136,Basic,Latin America,55+,Apple Pay,7.99,2024-04-27,,0
SUB-005137,Standard,North America,25-34,Apple Pay,13.99,2023-12-27,,0
SUB-005138,Standard,North America,55+,Google Pay,13.99,2024-06-21,,0
SUB-005139,Basic,Latin America,35-44,Google Pay,7.99,2024-12-08,,0
SUB-005140,Standard,Europe,35-44,Apple Pay,13.99,2022-08-01,,0
SUB-005141,Premium,Asia Pacific,25-34,Apple Pay,19.99,2022-11-14,2024-03-31,1
SUB-005142,Standard,Middle East,55+,Apple Pay,13.99,2023-12-08,,0
SUB-005143,Premium,Asia Pacific,18-24,Credit Card,19.99,2024-06-06,,0
SUB-005144,Standard,Europe,18-24,Debit Card,13.99,2022-12-22,,0
SUB-005145,Basic,North America,35-44,Debit Card,7.99,2024-05-02,,0
SUB-005146,Standard,Asia Pacific,45-54,Debit Card,13.99,2022-05-24,,0
SUB-005147,Standard,Asia Pacific,45-54,PayPal,13.99,2024-03-20,,0
SUB-005148,Standard,Middle East,25-34,Apple Pay,13.99,2024-02-12,,0
SUB-005149,Basic,Middle East,35-44,Apple Pay,7.99,2023-01-24,,0
SUB-005150,Basic,Middle East,55+,Debit Card,7.99,2023-10-07,,0
SUB-005151,Premium,Europe,35-44,PayPal,19.99,2024-10-08,,0
SUB-005152,Basic,Latin America,18-24,Debit Card,7.99,2023-05-13,,0
SUB-005153,Basic,Asia Pacific,18-24,Google Pay,7.99,2022-03-31,,0
